section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation detected on surface,fixation x [normalized],fixation y [normalized]
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,341,1649868469556496069,1649868471260725069,1704,false,1.304108,0.606836
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,342,1649868471300760069,1649868471568678069,267,false,1.555887,0.484156
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,343,1649868471728784069,1649868472584581069,855,false,1.363472,0.536883
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,344,1649868472620783069,1649868472865071069,244,false,1.756012,0.552113
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,345,1649868472896701069,1649868474792510069,1895,false,1.340075,0.619755
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,351,1649868478600625069,1649868479668742069,1068,false,2.759287,0.690074
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,352,1649868479840730069,1649868480376696069,535,false,1.390543,0.617301
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,353,1649868480412472069,1649868480632902069,220,false,1.687919,0.554268
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,354,1649868480664751069,1649868481412483069,747,false,1.344854,0.638594
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,356,1649868481712537069,1649868483040717069,1328,false,2.576541,0.769816
